"connection_time","disconnect_time","done_charging_time","kwh_delivered","session_id","site_id","charger_id","station_id","connection_time_hours","charging_duration_hours"
"17-01-2020 17:44","18-01-2020 01:53","17-01-2020 19:01","3.69","2_39_128_18_2020-01-17 17:44:39.824714","2","CA-308","2-39-128-18","8.15","1.28"
"17-01-2020 17:46","17-01-2020 20:47","17-01-2020 19:55","6.289","2_39_125_21_2020-01-17 17:46:28.873086","2","CA-311","2-39-125-21","3.02","2.15"
"17-01-2020 17:48","18-01-2020 01:20","17-01-2020 22:24","12.955","2_39_78_364_2020-01-17 17:48:13.929312","2","CA-495","2-39-78-364","7.53","4.6"
"17-01-2020 17:48","18-01-2020 03:13","17-01-2020 20:11","11.834","2_39_78_360_2020-01-17 17:48:18.972821","2","CA-322","2-39-78-360","9.42","2.38"
"17-01-2020 17:50","17-01-2020 23:50","17-01-2020 22:37","20.497","2_39_79_376_2020-01-17 17:50:23.780926","2","CA-324","2-39-79-376","6","4.78"
"17-01-2020 17:50","18-01-2020 01:28","17-01-2020 19:46","11.761","2_39_79_377_2020-01-17 17:50:56.957473","2","CA-325","2-39-79-377","7.63","1.93"
"17-01-2020 18:08","18-01-2020 01:54","17-01-2020 20:41","8.062","2_39_95_27_2020-01-17 18:08:23.376343","2","CA-319","2-39-95-27","7.77","2.55"
"17-01-2020 18:12","18-01-2020 01:58","17-01-2020 20:17","11.874","2_39_92_442_2020-01-17 18:12:47.553393","2","CA-498","2-39-92-442","7.77","2.08"
"17-01-2020 18:29","17-01-2020 21:53","17-01-2020 21:36","19.884","2_39_91_441_2020-01-17 18:29:05.043699","2","CA-499","2-39-91-441","3.4","3.12"
"17-01-2020 20:37","17-01-2020 21:15","17-01-2020 21:07","0.808","2_39_79_380_2020-01-17 20:37:37.509183","2","CA-489","2-39-79-380","0.63","0.5"
"17-01-2020 21:07","17-01-2020 23:57","17-01-2020 22:16","1.798","2_39_91_437_2020-01-17 21:07:46.515869","2","CA-317","2-39-91-437","2.83","1.15"
"17-01-2020 21:10","18-01-2020 02:41","17-01-2020 23:06","6.345","2_39_90_26_2020-01-17 21:10:11.605341","2","CA-316","2-39-90-26","5.52","1.93"
"17-01-2020 22:27","18-01-2020 00:47","18-01-2020 00:30","10.541","2_39_78_361_2020-01-17 22:27:42.863588","2","CA-493","2-39-78-361","2.33","2.05"
"18-01-2020 00:41","18-01-2020 02:32","18-01-2020 01:12","0.896","2_39_139_28_2020-01-18 00:41:20.198903","2","CA-303","2-39-139-28","1.85","0.52"
"18-01-2020 01:16","18-01-2020 01:40","18-01-2020 01:40","1.39","2_39_129_17_2020-01-18 01:16:25.109731","2","CA-307","2-39-129-17","0.4","0.4"
"18-01-2020 01:22","18-01-2020 03:09","18-01-2020 02:00","1.779","2_39_127_19_2020-01-18 01:22:54.568745","2","CA-309","2-39-127-19","1.78","0.63"
"18-01-2020 03:25","18-01-2020 19:28","18-01-2020 14:37","39.954","2_39_79_377_2020-01-18 03:25:06.143177","2","CA-325","2-39-79-377","16.05","11.2"
"18-01-2020 18:34","18-01-2020 18:59","18-01-2020 18:58","0.64","2_39_128_18_2020-01-18 18:34:02.793274","2","CA-308","2-39-128-18","0.42","0.4"
"18-01-2020 18:48","18-01-2020 21:06","18-01-2020 20:09","3.959","2_39_89_25_2020-01-18 18:48:29.195003","2","CA-315","2-39-89-25","2.3","1.35"
"18-01-2020 20:19","18-01-2020 22:17","18-01-2020 22:14","5.862","2_39_127_19_2020-01-18 20:19:48.669500","2","CA-309","2-39-127-19","1.97","1.92"
"18-01-2020 22:43","18-01-2020 23:17","18-01-2020 23:14","0.903","2_39_127_19_2020-01-18 22:43:58.512562","2","CA-309","2-39-127-19","0.57","0.52"
"18-01-2020 23:31","19-01-2020 01:41","19-01-2020 01:09","5.122","2_39_129_17_2020-01-18 23:31:23.843017","2","CA-307","2-39-129-17","2.17","1.63"
"19-01-2020 10:00","19-01-2020 17:03","19-01-2020 11:51","5.761","2_39_138_29_2020-01-19 10:00:05.502046","2","CA-304","2-39-138-29","7.05","1.85"
"19-01-2020 18:22","19-01-2020 20:06","19-01-2020 20:00","4.848","2_39_89_25_2020-01-19 18:22:11.650855","2","CA-315","2-39-89-25","1.73","1.63"
"19-01-2020 20:48","19-01-2020 23:33","19-01-2020 23:33","9.755","2_39_89_25_2020-01-19 20:48:11.876833","2","CA-315","2-39-89-25","2.75","2.75"
"19-01-2020 21:48","20-01-2020 01:52","19-01-2020 23:53","6.491","2_39_95_27_2020-01-19 21:47:19.093548","2","CA-319","2-39-95-27","4.07","2.08"
"20-01-2020 01:12","20-01-2020 02:57","20-01-2020 02:57","10.846","2_39_126_20_2020-01-20 01:11:58.680907","2","CA-310","2-39-126-20","1.75","1.75"
"20-01-2020 02:07","20-01-2020 02:38","20-01-2020 02:39","0.884","2_39_131_30_2020-01-20 02:07:23.012435","2","CA-305","2-39-131-30","0.52","0.53"
"20-01-2020 04:24","21-01-2020 01:24","20-01-2020 14:53","0.989","2_39_131_30_2020-01-20 04:24:19.359783","2","CA-305","2-39-131-30","21","10.48"
"20-01-2020 17:11","20-01-2020 18:33","20-01-2020 18:27","7.868","2_39_139_28_2020-01-20 17:11:24.084193","2","CA-303","2-39-139-28","1.37","1.27"
"20-01-2020 17:12","20-01-2020 21:03","20-01-2020 17:43","0.837","2_39_79_379_2020-01-20 17:12:53.559105","2","CA-327","2-39-79-379","3.85","0.52"
"20-01-2020 17:29","21-01-2020 00:31","21-01-2020 00:31","47.603","2_39_138_29_2020-01-20 17:29:12.542096","2","CA-304","2-39-138-29","7.03","7.03"
"20-01-2020 17:49","21-01-2020 01:21","20-01-2020 18:19","0.823","2_39_83_386_2020-01-20 17:49:23.897339","2","CA-212","2-39-83-386","7.53","0.5"
"20-01-2020 18:01","20-01-2020 19:15","20-01-2020 18:51","4.279","2_39_129_17_2020-01-20 18:01:49.236574","2","CA-307","2-39-129-17","1.23","0.83"
"20-01-2020 18:37","21-01-2020 00:48","20-01-2020 19:07","0.846","2_39_127_19_2020-01-20 18:37:18.119888","2","CA-309","2-39-127-19","6.18","0.5"
"20-01-2020 18:48","20-01-2020 20:45","20-01-2020 19:19","0.892","2_39_139_28_2020-01-20 18:48:48.090790","2","CA-303","2-39-139-28","1.95","0.52"
"21-01-2020 00:31","21-01-2020 02:18","21-01-2020 01:37","3.287","2_39_129_17_2020-01-21 00:31:02.350701","2","CA-307","2-39-129-17","1.78","1.1"
"21-01-2020 01:14","21-01-2020 03:42","21-01-2020 02:28","7.32","2_39_125_21_2020-01-21 01:14:57.605548","2","CA-311","2-39-125-21","2.47","1.23"
"21-01-2020 01:30","21-01-2020 02:39","21-01-2020 02:39","0.848","2_39_139_28_2020-01-21 01:30:05.377986","2","CA-303","2-39-139-28","1.15","1.15"
"21-01-2020 02:47","21-01-2020 04:32","21-01-2020 04:32","12.002","2_39_139_28_2020-01-21 02:47:03.823870","2","CA-303","2-39-139-28","1.75","1.75"
"21-01-2020 14:51","21-01-2020 22:44","21-01-2020 16:27","10.289","2_39_79_383_2020-01-21 14:51:31.184574","2","CA-492","2-39-79-383","7.88","1.6"
"21-01-2020 14:59","24-01-2020 19:55","24-01-2020 19:56","14.72","2_39_78_362_2020-01-21 14:59:38.176149","2","CA-496","2-39-78-362","76.93","76.95"
"21-01-2020 15:00","21-01-2020 22:03","21-01-2020 17:57","17.616","2_39_95_27_2020-01-21 15:00:36.512280","2","CA-319","2-39-95-27","7.05","2.95"
"21-01-2020 15:56","22-01-2020 01:39","21-01-2020 17:49","4.775","2_39_79_382_2020-01-21 15:56:20.563765","2","CA-491","2-39-79-382","9.72","1.88"
"21-01-2020 16:01","21-01-2020 16:26","21-01-2020 16:26","0.671","2_39_79_380_2020-01-21 16:01:20.776546","2","CA-489","2-39-79-380","0.42","0.42"
"21-01-2020 16:16","21-01-2020 16:25","21-01-2020 16:25","1.013","2_39_78_366_2020-01-21 16:16:29.614528","2","CA-323","2-39-78-366","0.15","0.15"
"21-01-2020 16:19","22-01-2020 01:26","21-01-2020 20:25","13.565","2_39_79_378_2020-01-21 16:19:41.392970","2","CA-326","2-39-79-378","9.12","4.1"
"21-01-2020 16:33","22-01-2020 01:15","21-01-2020 17:00","1.604","2_39_79_379_2020-01-21 16:33:47.733761","2","CA-327","2-39-79-379","8.7","0.45"
"21-01-2020 16:43","22-01-2020 01:50","21-01-2020 23:06","0.858","2_39_78_366_2020-01-21 16:43:43.676674","2","CA-323","2-39-78-366","9.12","6.38"
"21-01-2020 16:48","21-01-2020 17:13","21-01-2020 17:13","2.572","2_39_78_360_2020-01-21 16:48:52.073627","2","CA-322","2-39-78-360","0.42","0.42"
"21-01-2020 16:53","22-01-2020 04:24","21-01-2020 21:36","15.858","2_39_131_30_2020-01-21 16:53:22.868241","2","CA-305","2-39-131-30","11.52","4.72"
"21-01-2020 16:57","22-01-2020 04:46","21-01-2020 18:54","5.837","2_39_91_437_2020-01-21 16:57:13.789163","2","CA-317","2-39-91-437","11.82","1.95"
"21-01-2020 17:07","22-01-2020 00:20","21-01-2020 21:30","11.175","2_39_79_376_2020-01-21 17:07:46.935795","2","CA-324","2-39-79-376","7.22","4.38"
"21-01-2020 17:08","21-01-2020 20:05","21-01-2020 19:09","5.942","2_39_79_377_2020-01-21 17:08:25.097903","2","CA-325","2-39-79-377","2.95","2.02"
"21-01-2020 17:14","22-01-2020 01:27","21-01-2020 18:35","3.887","2_39_89_25_2020-01-21 17:14:15.655273","2","CA-315","2-39-89-25","8.22","1.35"
"21-01-2020 17:15","22-01-2020 03:15","21-01-2020 18:33","4.252","2_39_129_17_2020-01-21 17:14:59.518234","2","CA-307","2-39-129-17","10","1.3"
"21-01-2020 17:31","22-01-2020 00:52","22-01-2020 00:02","7.761","2_39_78_360_2020-01-21 17:31:15.714989","2","CA-322","2-39-78-360","7.35","6.52"
"21-01-2020 17:34","22-01-2020 01:15","21-01-2020 20:38","19.377","2_39_92_442_2020-01-21 17:34:07.936609","2","CA-498","2-39-92-442","7.68","3.07"
"21-01-2020 17:34","21-01-2020 19:46","21-01-2020 19:46","5.933","2_39_79_381_2020-01-21 17:34:15.502746","2","CA-490","2-39-79-381","2.2","2.2"
"21-01-2020 17:36","21-01-2020 23:45","21-01-2020 19:57","1.171","2_39_78_361_2020-01-21 17:36:23.783670","2","CA-493","2-39-78-361","6.15","2.35"
"21-01-2020 17:39","22-01-2020 01:41","21-01-2020 18:46","3.37","2_39_123_23_2020-01-21 17:39:34.856196","2","CA-313","2-39-123-23","8.03","1.12"
"21-01-2020 17:45","22-01-2020 02:42","22-01-2020 02:42","8.272","2_39_90_440_2020-01-21 17:45:36.179450","2","CA-500","2-39-90-440","8.95","8.95"
"21-01-2020 17:58","22-01-2020 01:16","22-01-2020 00:50","0.825","2_39_78_365_2020-01-21 17:58:45.934271","2","CA-321","2-39-78-365","7.3","6.87"
"21-01-2020 18:00","22-01-2020 02:12","21-01-2020 20:12","11.958","2_39_125_21_2020-01-21 18:00:21.666276","2","CA-311","2-39-125-21","8.2","2.2"
"21-01-2020 18:06","22-01-2020 03:12","21-01-2020 20:37","15.123","2_39_92_436_2020-01-21 18:06:49.788292","2","CA-318","2-39-92-436","9.1","2.52"
"21-01-2020 18:08","22-01-2020 02:00","22-01-2020 01:43","50.717","2_39_95_444_2020-01-21 18:08:00.744200","2","CA-497","2-39-95-444","7.87","7.58"
"21-01-2020 18:09","21-01-2020 20:33","21-01-2020 20:33","6.763","2_39_88_438_2020-01-21 18:09:14.007267","2","CA-502","2-39-88-438","2.4","2.4"
"21-01-2020 18:09","22-01-2020 00:52","21-01-2020 20:33","3.878","2_39_79_380_2020-01-21 18:09:52.112528","2","CA-489","2-39-79-380","6.72","2.4"
"21-01-2020 18:18","22-01-2020 01:55","21-01-2020 20:03","10.486","2_39_91_441_2020-01-21 18:18:08.127744","2","CA-499","2-39-91-441","7.62","1.75"
"21-01-2020 18:25","21-01-2020 19:41","21-01-2020 19:41","8.213","2_39_127_19_2020-01-21 18:25:45.032371","2","CA-309","2-39-127-19","1.27","1.27"
"21-01-2020 18:48","21-01-2020 23:04","21-01-2020 22:55","26.408","2_39_90_26_2020-01-21 18:48:18.969365","2","CA-316","2-39-90-26","4.27","4.12"
"21-01-2020 19:19","22-01-2020 01:23","22-01-2020 00:34","0.877","2_39_88_24_2020-01-21 19:19:37.142260","2","CA-314","2-39-88-24","6.07","5.25"
"21-01-2020 19:28","22-01-2020 03:21","21-01-2020 22:34","12.666","2_39_128_18_2020-01-21 19:28:42.010713","2","CA-308","2-39-128-18","7.88","3.1"
"21-01-2020 19:36","22-01-2020 02:12","21-01-2020 21:56","5.853","2_39_126_20_2020-01-21 19:36:20.146207","2","CA-310","2-39-126-20","6.6","2.33"
"21-01-2020 19:58","22-01-2020 00:48","21-01-2020 22:37","17.918","2_39_130_31_2020-01-21 19:58:23.851492","2","CA-306","2-39-130-31","4.83","2.65"
"21-01-2020 20:32","21-01-2020 21:48","21-01-2020 21:03","0.916","2_39_124_22_2020-01-21 20:32:39.646315","2","CA-312","2-39-124-22","1.27","0.52"
"21-01-2020 20:47","22-01-2020 02:41","21-01-2020 22:49","6.592","2_39_79_381_2020-01-21 20:47:57.066683","2","CA-490","2-39-79-381","5.9","2.03"
"21-01-2020 20:51","21-01-2020 22:09","21-01-2020 21:35","1.713","2_39_88_438_2020-01-21 20:51:55.138569","2","CA-502","2-39-88-438","1.3","0.73"
"21-01-2020 21:10","22-01-2020 03:42","21-01-2020 23:16","7.017","2_39_138_29_2020-01-21 21:10:52.341455","2","CA-304","2-39-138-29","6.53","2.1"
"21-01-2020 22:03","21-01-2020 23:22","21-01-2020 23:22","4.221","2_39_124_22_2020-01-21 22:03:01.910574","2","CA-312","2-39-124-22","1.32","1.32"
"21-01-2020 22:54","22-01-2020 01:12","21-01-2020 23:58","3.116","2_39_95_27_2020-01-21 22:54:56.662405","2","CA-319","2-39-95-27","2.3","1.07"
"21-01-2020 23:08","22-01-2020 00:43","22-01-2020 00:34","0.892","2_39_90_26_2020-01-21 23:08:32.371220","2","CA-316","2-39-90-26","1.58","1.43"
"22-01-2020 01:25","22-01-2020 16:52","22-01-2020 07:57","42.768","2_39_130_31_2020-01-22 01:25:01.330305","2","CA-306","2-39-130-31","15.45","6.53"
"22-01-2020 03:36","22-01-2020 04:33","22-01-2020 04:33","3.295","2_39_139_28_2020-01-22 03:36:58.330948","2","CA-303","2-39-139-28","0.95","0.95"
"22-01-2020 03:43","22-01-2020 05:55","22-01-2020 05:55","11.702","2_39_126_20_2020-01-22 03:43:29.135992","2","CA-310","2-39-126-20","2.2","2.2"
"22-01-2020 04:23","22-01-2020 05:45","22-01-2020 05:45","9.14","2_39_138_29_2020-01-22 04:23:22.427083","2","CA-304","2-39-138-29","1.37","1.37"
"22-01-2020 16:09","22-01-2020 21:10","22-01-2020 21:11","0.838","2_39_79_380_2020-01-22 16:09:56.027630","2","CA-489","2-39-79-380","5.02","5.03"
"22-01-2020 16:40","22-01-2020 19:31","22-01-2020 17:11","1.933","2_39_79_377_2020-01-22 16:40:05.904375","2","CA-325","2-39-79-377","2.85","0.52"
"22-01-2020 16:54","23-01-2020 00:33","22-01-2020 22:50","13.735","2_39_78_364_2020-01-22 16:54:08.409370","2","CA-495","2-39-78-364","7.65","5.93"
"22-01-2020 16:58","23-01-2020 01:00","22-01-2020 18:25","2.862","2_39_139_28_2020-01-22 16:58:06.790079","2","CA-303","2-39-139-28","8.03","1.45"
"22-01-2020 16:58","23-01-2020 02:02","22-01-2020 20:07","20.302","2_39_79_383_2020-01-22 16:58:44.023576","2","CA-492","2-39-79-383","9.07","3.15"
"22-01-2020 17:00","23-01-2020 01:29","22-01-2020 17:56","2.765","2_39_95_444_2020-01-22 17:00:48.355362","2","CA-497","2-39-95-444","8.48","0.93"
"22-01-2020 17:04","22-01-2020 17:40","22-01-2020 17:34","0.744","2_39_127_19_2020-01-22 17:04:31.123186","2","CA-309","2-39-127-19","0.6","0.5"
"22-01-2020 17:10","23-01-2020 01:35","22-01-2020 18:28","3.775","2_39_89_25_2020-01-22 17:10:10.830239","2","CA-315","2-39-89-25","8.42","1.3"
"22-01-2020 17:12","22-01-2020 18:20","22-01-2020 18:20","0.932","2_39_78_366_2020-01-22 17:12:50.271834","2","CA-323","2-39-78-366","1.13","1.13"
"22-01-2020 17:12","23-01-2020 05:42","22-01-2020 18:22","3.74","2_39_131_30_2020-01-22 17:12:57.447877","2","CA-305","2-39-131-30","12.5","1.17"
"22-01-2020 17:23","23-01-2020 03:31","22-01-2020 19:16","5.705","2_39_125_21_2020-01-22 17:23:42.838337","2","CA-311","2-39-125-21","10.13","1.88"
"22-01-2020 17:26","23-01-2020 02:17","22-01-2020 20:58","12.166","2_39_91_437_2020-01-22 17:26:41.764919","2","CA-317","2-39-91-437","8.85","3.53"
"22-01-2020 17:34","22-01-2020 21:25","22-01-2020 21:04","9.064","2_39_78_367_2020-01-22 17:34:48.953353","2","CA-494","2-39-78-367","3.85","3.5"
"22-01-2020 17:39","23-01-2020 01:41","22-01-2020 19:29","6.063","2_39_95_27_2020-01-22 17:39:13.119025","2","CA-319","2-39-95-27","8.03","1.83"
"22-01-2020 17:40","23-01-2020 02:40","22-01-2020 18:44","6.804","2_39_78_365_2020-01-22 17:39:59.979700","2","CA-321","2-39-78-365","9","1.07"
"22-01-2020 17:44","22-01-2020 22:44","22-01-2020 19:49","13.34","2_39_129_17_2020-01-22 17:44:49.239833","2","CA-307","2-39-129-17","5","2.08"
"22-01-2020 17:47","23-01-2020 04:40","22-01-2020 18:39","1.6","2_39_90_26_2020-01-22 17:47:29.930240","2","CA-316","2-39-90-26","10.88","0.87"
"22-01-2020 17:50","23-01-2020 00:59","22-01-2020 18:21","0.885","2_39_79_376_2020-01-22 17:50:07.906112","2","CA-324","2-39-79-376","7.15","0.52"
"22-01-2020 17:50","23-01-2020 00:20","22-01-2020 19:18","4.282","2_39_138_29_2020-01-22 17:50:49.860198","2","CA-304","2-39-138-29","6.5","1.47"
"22-01-2020 17:51","22-01-2020 18:25","22-01-2020 18:21","0.913","2_39_127_19_2020-01-22 17:51:14.143775","2","CA-309","2-39-127-19","0.57","0.5"
"22-01-2020 18:07","23-01-2020 02:13","22-01-2020 20:13","12.393","2_39_92_442_2020-01-22 18:07:13.676253","2","CA-498","2-39-92-442","8.1","2.1"
"22-01-2020 18:07","23-01-2020 01:31","23-01-2020 00:37","6.256","2_39_78_363_2020-01-22 18:07:47.307558","2","CA-320","2-39-78-363","7.4","6.5"
"22-01-2020 18:11","23-01-2020 03:11","22-01-2020 20:05","11.319","2_39_92_436_2020-01-22 18:11:49.082619","2","CA-318","2-39-92-436","9","1.9"
"22-01-2020 18:17","22-01-2020 19:49","22-01-2020 19:48","9.938","2_39_90_440_2020-01-22 18:17:39.322570","2","CA-500","2-39-90-440","1.53","1.52"
"22-01-2020 18:18","23-01-2020 00:25","23-01-2020 00:26","3.77","2_39_123_23_2020-01-22 18:18:28.160277","2","CA-313","2-39-123-23","6.12","6.13"
"22-01-2020 18:38","22-01-2020 20:44","22-01-2020 19:08","0.914","2_39_78_366_2020-01-22 18:38:06.456723","2","CA-323","2-39-78-366","2.1","0.5"
"22-01-2020 18:44","22-01-2020 20:35","22-01-2020 20:33","5.615","2_39_130_31_2020-01-22 18:44:18.909405","2","CA-306","2-39-130-31","1.85","1.82"
"22-01-2020 19:22","23-01-2020 00:34","22-01-2020 22:41","21.269","2_39_91_441_2020-01-22 19:22:46.128862","2","CA-499","2-39-91-441","5.2","3.32"
"22-01-2020 19:40","23-01-2020 04:12","22-01-2020 21:27","5.594","2_39_79_377_2020-01-22 19:40:01.746619","2","CA-325","2-39-79-377","8.53","1.78"
"22-01-2020 19:49","23-01-2020 00:21","22-01-2020 20:33","1.83","2_39_127_19_2020-01-22 19:49:26.375438","2","CA-309","2-39-127-19","4.53","0.73"
"22-01-2020 21:10","22-01-2020 22:55","22-01-2020 21:41","0.723","2_39_79_380_2020-01-22 21:10:43.862292","2","CA-489","2-39-79-380","1.75","0.52"
"22-01-2020 21:15","23-01-2020 02:11","22-01-2020 21:49","1.309","2_39_126_20_2020-01-22 21:14:42.217932","2","CA-310","2-39-126-20","4.93","0.57"
"22-01-2020 21:16","22-01-2020 21:37","22-01-2020 21:37","0.639","2_39_78_366_2020-01-22 21:16:21.853857","2","CA-323","2-39-78-366","0.35","0.35"
"22-01-2020 22:50","23-01-2020 00:10","22-01-2020 23:41","0.894","2_39_129_17_2020-01-22 22:50:12.839224","2","CA-307","2-39-129-17","1.33","0.85"
"22-01-2020 23:28","23-01-2020 09:11","23-01-2020 04:02","15.474","2_39_78_366_2020-01-22 23:28:54.174032","2","CA-323","2-39-78-366","9.72","4.57"
"22-01-2020 23:36","23-01-2020 02:06","23-01-2020 00:20","4.122","2_39_124_22_2020-01-22 23:36:17.849111","2","CA-312","2-39-124-22","2.5","0.73"
"23-01-2020 01:17","23-01-2020 03:05","23-01-2020 02:06","2.232","2_39_127_19_2020-01-23 01:17:38.345597","2","CA-309","2-39-127-19","1.8","0.82"
"23-01-2020 15:01","24-01-2020 01:43","23-01-2020 18:12","8.397","2_39_79_381_2020-01-23 15:01:04.022791","2","CA-490","2-39-79-381","10.7","3.18"
"23-01-2020 15:39","24-01-2020 01:00","23-01-2020 17:48","5.968","2_39_79_383_2020-01-23 15:39:07.702915","2","CA-492","2-39-79-383","9.35","2.15"
"23-01-2020 15:53","24-01-2020 01:49","24-01-2020 00:57","4.649","2_39_79_379_2020-01-23 15:53:02.522354","2","CA-327","2-39-79-379","9.93","9.07"
"23-01-2020 16:02","24-01-2020 00:35","23-01-2020 23:51","0.868","2_39_79_380_2020-01-23 16:02:37.506831","2","CA-489","2-39-79-380","8.55","7.82"
"23-01-2020 16:04","24-01-2020 00:59","24-01-2020 00:56","42.475","2_39_78_366_2020-01-23 16:04:33.931167","2","CA-323","2-39-78-366","8.92","8.87"
"23-01-2020 16:14","23-01-2020 18:10","23-01-2020 18:10","5.695","2_39_78_363_2020-01-23 16:14:28.430731","2","CA-320","2-39-78-363","1.93","1.93"
"23-01-2020 16:31","23-01-2020 23:34","23-01-2020 23:29","10.316","2_39_78_364_2020-01-23 16:31:01.477308","2","CA-495","2-39-78-364","7.05","6.97"
"23-01-2020 16:32","24-01-2020 04:17","23-01-2020 19:12","8.779","2_39_124_558_2020-01-23 16:32:20.291655","2","CA-504","2-39-124-558","11.75","2.67"
"23-01-2020 16:33","24-01-2020 00:27","23-01-2020 19:47","14.071","2_39_79_377_2020-01-23 16:33:02.290203","2","CA-325","2-39-79-377","7.9","3.23"
"23-01-2020 16:34","24-01-2020 01:21","24-01-2020 00:06","0.844","2_39_79_378_2020-01-23 16:34:15.600722","2","CA-326","2-39-79-378","8.78","7.53"
"23-01-2020 16:37","23-01-2020 22:47","23-01-2020 22:20","0.949","2_39_88_24_2020-01-23 16:37:39.091218","2","CA-314","2-39-88-24","6.17","5.72"
"23-01-2020 16:43","23-01-2020 22:30","23-01-2020 18:47","13.339","2_39_89_25_2020-01-23 16:43:06.951834","2","CA-315","2-39-89-25","5.78","2.07"
"23-01-2020 16:50","24-01-2020 04:46","23-01-2020 18:42","5.671","2_39_127_19_2020-01-23 16:50:44.390577","2","CA-309","2-39-127-19","11.93","1.87"
"23-01-2020 16:53","24-01-2020 03:17","23-01-2020 18:26","5.303","2_39_129_17_2020-01-23 16:53:19.554105","2","CA-307","2-39-129-17","10.4","1.55"
"23-01-2020 17:04","24-01-2020 01:59","23-01-2020 18:33","4.119","2_39_89_439_2020-01-23 17:04:24.877759","2","CA-501","2-39-89-439","8.92","1.48"
"23-01-2020 17:12","23-01-2020 21:44","23-01-2020 17:43","0.866","2_39_130_31_2020-01-23 17:12:30.738064","2","CA-306","2-39-130-31","4.53","0.52"
"23-01-2020 17:14","24-01-2020 01:53","23-01-2020 21:04","0.919","2_39_78_365_2020-01-23 17:14:00.353595","2","CA-321","2-39-78-365","8.65","3.83"
"23-01-2020 17:52","24-01-2020 03:10","23-01-2020 19:39","11.216","2_39_92_436_2020-01-23 17:52:06.691116","2","CA-318","2-39-92-436","9.3","1.78"
"23-01-2020 17:52","24-01-2020 02:14","23-01-2020 19:46","11.569","2_39_90_26_2020-01-23 17:52:13.670969","2","CA-316","2-39-90-26","8.37","1.9"
"23-01-2020 17:54","24-01-2020 01:21","23-01-2020 19:59","6.28","2_39_125_21_2020-01-23 17:54:00.687530","2","CA-311","2-39-125-21","7.45","2.08"
"23-01-2020 18:25","23-01-2020 20:06","23-01-2020 20:06","9.742","2_39_91_441_2020-01-23 18:25:34.123335","2","CA-499","2-39-91-441","1.68","1.68"
"23-01-2020 18:30","24-01-2020 01:52","23-01-2020 19:18","1.975","2_39_91_437_2020-01-23 18:30:51.747983","2","CA-317","2-39-91-437","7.37","0.8"
"23-01-2020 18:38","24-01-2020 00:47","23-01-2020 23:51","1","2_39_79_382_2020-01-23 18:38:40.519102","2","CA-491","2-39-79-382","6.15","5.22"
"23-01-2020 18:43","24-01-2020 04:20","23-01-2020 19:55","3.901","2_39_124_22_2020-01-23 18:43:53.631837","2","CA-312","2-39-124-22","9.62","1.2"
"23-01-2020 18:44","24-01-2020 02:23","23-01-2020 22:21","11.715","2_39_123_23_2020-01-23 18:44:36.105287","2","CA-313","2-39-123-23","7.65","3.62"
"23-01-2020 19:02","23-01-2020 20:52","23-01-2020 19:33","0.915","2_39_138_29_2020-01-23 19:02:36.733889","2","CA-304","2-39-138-29","1.83","0.52"
"23-01-2020 19:08","24-01-2020 00:32","23-01-2020 21:06","12.206","2_39_88_438_2020-01-23 19:08:16.670097","2","CA-502","2-39-88-438","5.4","1.97"
"23-01-2020 20:07","24-01-2020 00:07","23-01-2020 23:48","4.778","2_39_78_367_2020-01-23 20:07:47.538867","2","CA-494","2-39-78-367","4","3.68"
"23-01-2020 20:19","24-01-2020 01:13","24-01-2020 00:45","1.495","2_39_91_441_2020-01-23 20:19:43.848351","2","CA-499","2-39-91-441","4.9","4.43"
"23-01-2020 20:57","24-01-2020 04:01","23-01-2020 22:56","6.469","2_39_128_562_2020-01-23 20:57:42.986128","2","CA-508","2-39-128-562","7.07","1.98"
"23-01-2020 21:17","23-01-2020 22:30","23-01-2020 22:20","0.752","2_39_139_28_2020-01-23 21:17:59.157744","2","CA-303","2-39-139-28","1.22","1.05"
"23-01-2020 23:16","24-01-2020 01:03","24-01-2020 00:06","0.928","2_39_89_25_2020-01-23 23:16:11.556172","2","CA-315","2-39-89-25","1.78","0.83"
"23-01-2020 23:47","24-01-2020 01:16","24-01-2020 01:16","10.047","2_39_88_24_2020-01-23 23:47:19.095459","2","CA-314","2-39-88-24","1.48","1.48"
"24-01-2020 00:01","24-01-2020 04:14","24-01-2020 02:27","1.946","2_39_78_364_2020-01-24 00:01:31.738586","2","CA-495","2-39-78-364","4.22","2.43"
"24-01-2020 01:41","24-01-2020 03:06","24-01-2020 02:24","3.87","2_39_126_20_2020-01-24 01:41:35.884179","2","CA-310","2-39-126-20","1.42","0.72"
"24-01-2020 02:16","24-01-2020 06:06","24-01-2020 06:06","13.588","2_39_89_25_2020-01-24 02:16:44.871497","2","CA-315","2-39-89-25","3.83","3.83"
"24-01-2020 02:18","24-01-2020 02:40","24-01-2020 02:40","0.628","2_39_78_365_2020-01-24 02:18:49.689971","2","CA-321","2-39-78-365","0.37","0.37"
"24-01-2020 03:14","24-01-2020 05:24","24-01-2020 04:27","3.578","2_39_131_30_2020-01-24 03:14:57.712125","2","CA-305","2-39-131-30","2.17","1.22"
"24-01-2020 03:41","24-01-2020 05:08","24-01-2020 04:33","2.826","2_39_139_28_2020-01-24 03:41:12.781185","2","CA-303","2-39-139-28","1.45","0.87"
